,date_col,item_count,weekday,holiday,평균기온(℃),일교차(℃),강수량(mm),prev_item_count
370,2019-04-02,113,1,0,4.2,16.3,0.0,108.0
371,2019-04-03,62,2,0,5.5,17.6,0.0,113.0
372,2019-04-04,308,3,0,7.5,20.4,0.0,62.0
373,2019-04-05,99,4,0,10.1,12.0,0.0,308.0
374,2019-04-06,99,5,0,9.1,18.8,0.0,99.0
375,2019-04-08,130,0,0,9.8,15.6,0.0,99.0
376,2019-04-09,79,1,0,8.6,9.5,22.0,130.0
377,2019-04-10,65,2,0,7.0,4.8,1.8,79.0
378,2019-04-11,247,3,0,7.7,13.6,0.0,65.0
379,2019-04-12,154,4,0,9.2,16.1,0.0,247.0
380,2019-04-13,79,5,0,9.8,17.7,0.0,154.0
381,2019-04-15,174,0,0,8.7,20.7,0.0,79.0
382,2019-04-16,122,1,0,12.0,22.2,0.0,174.0
383,2019-04-17,102,2,0,13.5,19.6,0.0,122.0
384,2019-04-18,452,3,0,13.1,14.3,0.0,102.0
385,2019-04-19,103,4,0,12.7,6.6,0.0,452.0
386,2019-04-20,159,5,0,14.8,13.2,0.0,103.0
387,2019-04-22,153,0,0,18.2,21.0,0.0,159.0
388,2019-04-23,124,1,0,17.6,10.8,3.2,153.0
389,2019-04-24,110,2,0,16.5,8.6,8.2,124.0
390,2019-04-25,335,3,0,13.3,6.5,5.0,110.0
391,2019-04-26,95,4,0,8.8,4.7,1.6,335.0
392,2019-04-27,151,5,0,10.4,15.5,0.0,95.0
393,2019-04-29,225,0,0,10.3,11.5,0.6,151.0
394,2019-04-30,140,1,0,13.7,15.8,0.0,225.0
395,2019-05-01,120,2,0,13.9,14.3,0.0,140.0
396,2019-05-02,369,3,0,14.0,18.3,0.0,120.0
397,2019-05-03,88,4,0,15.3,23.3,0.0,369.0
398,2019-05-04,123,5,0,16.2,20.3,0.0,88.0
399,2019-05-06,149,0,0,12.8,11.3,0.0,123.0
400,2019-05-07,191,1,0,12.2,18.9,0.0,149.0
401,2019-05-08,121,2,0,13.2,19.1,0.0,191.0
402,2019-05-09,480,3,0,14.8,13.7,0.0,121.0
403,2019-05-10,167,4,0,15.4,21.8,0.0,480.0
404,2019-05-11,98,5,0,16.8,19.1,0.0,167.0
405,2019-05-13,137,0,0,17.6,15.2,0.0,98.0
406,2019-05-14,142,1,0,18.1,15.6,0.0,137.0
407,2019-05-15,88,2,0,19.1,16.0,0.0,142.0
408,2019-05-16,330,3,0,21.2,16.1,0.0,88.0
409,2019-05-17,94,4,0,21.4,12.3,0.0,330.0
410,2019-05-18,106,5,0,19.1,6.2,1.7,94.0
411,2019-05-20,175,0,0,14.9,11.1,0.9,106.0
412,2019-05-21,112,1,0,14.9,18.8,0.0,175.0
413,2019-05-22,94,2,0,17.0,20.6,0.0,112.0
414,2019-05-23,312,3,0,19.0,19.5,0.0,94.0
415,2019-05-24,130,4,0,22.0,19.5,0.0,312.0
416,2019-05-25,90,5,0,21.4,15.7,0.0,130.0
417,2019-05-27,149,0,0,16.8,9.3,9.3,90.0
418,2019-05-28,134,1,0,16.6,13.0,0.0,149.0
419,2019-05-30,293,3,0,17.8,17.9,0.7,134.0
420,2019-05-31,91,4,0,17.6,11.2,0.1,293.0
421,2019-06-01,122,5,0,16.6,14.5,0.0,91.0
422,2019-06-03,151,0,0,20.1,17.7,0.0,122.0
423,2019-06-04,125,1,0,21.2,15.6,0.0,151.0
424,2019-06-05,114,2,0,21.8,13.4,0.0,125.0
425,2019-06-06,123,3,0,19.8,9.7,18.8,114.0
426,2019-06-07,68,4,0,17.7,5.4,31.6,123.0
427,2019-06-08,55,5,0,20.0,12.5,0.0,68.0
428,2019-06-10,143,0,0,17.4,7.9,26.4,55.0
429,2019-06-11,113,1,0,19.0,9.4,0.0,143.0
430,2019-06-12,91,2,0,18.9,14.9,0.0,113.0
431,2019-06-13,154,3,0,21.2,16.2,0.0,91.0
432,2019-06-14,101,4,0,19.8,9.8,0.0,154.0
433,2019-06-15,128,5,0,19.6,10.8,0.0,101.0
434,2019-06-17,137,0,0,19.6,11.6,0.0,128.0
435,2019-06-18,98,1,0,19.8,8.6,0.0,137.0
436,2019-06-20,35,3,0,21.2,10.2,0.0,98.0
437,2019-06-22,195,5,0,21.7,12.3,0.0,35.0
438,2019-06-24,179,0,0,22.1,13.8,0.0,195.0
439,2019-06-25,144,1,0,23.1,17.3,0.0,179.0
440,2019-06-26,82,2,0,20.5,7.4,1.3,144.0
441,2019-06-27,206,3,0,23.3,8.2,0.0,82.0
442,2019-06-28,88,4,0,23.3,8.6,0.0,206.0
443,2019-06-29,74,5,0,20.7,4.9,3.2,88.0
444,2019-07-01,145,0,0,22.2,8.7,0.0,74.0
445,2019-07-02,120,1,0,21.6,13.8,0.0,145.0
446,2019-07-03,108,2,0,22.2,11.8,0.0,120.0
447,2019-07-04,169,3,0,23.5,15.2,0.0,108.0
448,2019-07-05,72,4,0,24.4,18.0,0.0,169.0
449,2019-07-06,82,5,0,25.8,15.5,0.0,72.0
450,2019-07-08,123,0,0,23.2,8.5,0.0,82.0
451,2019-07-09,116,1,0,22.7,12.7,0.0,123.0
452,2019-07-10,69,2,0,20.8,5.2,10.5,116.0
453,2019-07-11,85,3,0,20.3,4.0,7.8,69.0
454,2019-07-12,122,4,0,21.9,8.4,0.0,85.0
455,2019-07-13,81,5,0,22.4,8.1,0.7,122.0
456,2019-07-15,68,0,0,23.3,6.2,13.6,81.0
457,2019-07-16,88,1,0,23.2,9.6,0.0,68.0
458,2019-07-17,99,2,0,24.5,8.9,0.0,88.0
459,2019-07-18,158,3,0,24.9,7.0,0.0,99.0
460,2019-07-19,64,4,0,26.1,7.9,0.0,158.0
461,2019-07-20,58,5,0,25.2,5.5,8.9,64.0
462,2019-07-22,128,0,0,26.3,8.3,0.0,58.0
463,2019-07-23,82,1,0,26.9,9.4,0.0,128.0
464,2019-07-24,88,2,0,25.8,3.8,0.1,82.0
465,2019-07-25,85,3,0,24.4,1.3,132.6,88.0
466,2019-07-26,74,4,0,25.0,1.8,9.3,85.0
467,2019-07-27,130,5,0,26.8,6.4,7.6,74.0
468,2019-07-29,111,0,0,26.6,8.2,0.0,130.0
469,2019-07-30,89,1,0,27.7,6.9,0.0,111.0
470,2019-08-01,12,3,0,26.6,7.8,0.0,89.0
471,2019-08-02,16,4,0,27.6,10.8,0.0,12.0
472,2019-08-05,195,0,0,28.0,11.3,0.0,16.0
473,2019-08-06,113,1,0,27.7,9.8,0.0,195.0
474,2019-08-07,91,2,0,26.6,9.5,5.4,113.0
475,2019-08-08,119,3,0,25.2,8.5,22.3,91.0
476,2019-08-09,85,4,0,26.6,10.6,0.0,119.0
477,2019-08-10,52,5,0,28.6,11.0,0.0,85.0
478,2019-08-12,44,0,0,26.4,6.4,14.2,52.0
479,2019-08-13,86,1,0,28.1,10.7,0.0,44.0
480,2019-08-14,66,2,0,28.6,10.7,0.0,86.0
481,2019-08-15,32,3,1,24.1,4.8,25.2,66.0
482,2019-08-16,88,4,0,24.8,6.9,4.8,32.0
483,2019-08-17,45,5,0,23.6,8.7,2.3,88.0
484,2019-08-19,109,0,0,23.6,13.0,0.0,45.0
485,2019-08-20,65,1,0,24.7,11.0,0.0,109.0
486,2019-08-21,68,2,0,25.1,11.8,0.9,65.0
487,2019-08-22,103,3,0,24.4,8.7,0.7,68.0
488,2019-08-23,71,4,0,22.7,11.4,0.0,103.0
489,2019-08-24,61,5,0,21.4,8.7,0.3,71.0
490,2019-08-26,122,0,0,23.3,13.6,0.0,61.0
491,2019-08-27,88,1,0,21.5,4.8,10.9,122.0
492,2019-08-28,40,2,0,22.8,8.4,0.3,88.0
493,2019-08-29,81,3,0,21.1,7.5,3.2,40.0
494,2019-08-30,112,4,0,20.7,8.9,0.0,81.0
495,2019-08-31,92,5,0,20.8,11.5,0.0,112.0
496,2019-09-02,128,0,0,21.6,9.9,0.0,92.0
497,2019-09-03,98,1,0,21.6,4.7,0.9,128.0
498,2019-09-04,92,2,0,22.1,6.8,6.5,98.0
499,2019-09-05,76,3,0,22.6,7.1,9.7,92.0
500,2019-09-06,86,4,0,24.5,6.8,0.1,76.0
501,2019-09-07,49,5,0,25.2,8.6,1.1,86.0
502,2019-09-09,123,0,0,22.4,3.5,4.7,49.0
503,2019-09-10,63,1,0,25.5,7.4,0.1,123.0
504,2019-09-11,58,2,0,22.2,3.9,6.6,63.0
505,2019-09-16,198,0,0,21.8,10.3,0.0,58.0
506,2019-09-17,114,1,0,19.8,15.8,0.0,198.0
507,2019-09-18,108,2,0,18.7,14.3,0.0,114.0
508,2019-09-19,138,3,0,17.2,17.2,0.0,108.0
509,2019-09-20,97,4,0,18.0,9.4,0.0,138.0
510,2019-09-21,114,5,0,16.9,5.6,30.7,97.0
511,2019-09-23,150,0,1,16.7,9.5,0.1,114.0
512,2019-09-24,91,1,0,15.4,14.0,0.0,150.0
513,2019-09-25,166,2,0,16.4,14.5,0.0,91.0
514,2019-09-26,164,3,0,18.8,9.8,0.0,166.0
515,2019-09-27,101,4,0,20.0,12.7,0.0,164.0
516,2019-09-28,110,5,0,21.5,10.5,0.0,101.0
517,2019-09-30,148,0,0,18.5,16.3,0.0,110.0
518,2019-10-01,72,1,0,19.9,11.3,0.0,148.0
519,2019-10-02,51,2,0,20.1,1.9,44.7,72.0
520,2019-10-03,178,3,0,20.9,9.2,25.4,51.0
521,2019-10-04,96,4,0,20.3,11.5,0.0,178.0
522,2019-10-05,78,5,0,17.7,7.6,0.0,96.0
523,2019-10-07,96,0,0,14.0,1.8,9.7,78.0
524,2019-10-08,145,1,0,13.6,13.2,0.0,96.0
525,2019-10-09,88,2,1,10.4,16.5,0.0,145.0
526,2019-10-10,231,3,0,12.0,10.4,0.0,88.0
527,2019-10-11,74,4,0,16.0,14.6,0.0,231.0
528,2019-10-12,96,5,0,16.3,12.8,0.0,74.0
529,2019-10-14,180,0,0,11.7,12.5,0.0,96.0
530,2019-10-15,116,1,0,11.5,13.2,0.0,180.0
531,2019-10-16,93,2,0,11.6,14.0,0.0,116.0
532,2019-10-17,152,3,0,12.1,10.5,0.0,93.0
533,2019-10-18,98,4,0,13.4,12.1,0.0,152.0
534,2019-10-19,144,5,0,14.4,13.4,0.0,98.0
535,2019-10-21,186,0,0,12.7,17.0,0.0,144.0
536,2019-10-22,89,1,0,13.8,15.2,0.0,186.0
537,2019-10-23,81,2,0,14.4,9.8,0.0,89.0
538,2019-10-24,182,3,0,17.0,10.1,0.0,81.0
539,2019-10-25,114,4,0,15.4,12.6,0.6,182.0
540,2019-10-26,71,5,0,10.1,10.0,0.0,114.0
541,2019-10-28,172,0,0,10.6,15.9,0.0,71.0
542,2019-10-29,73,1,0,12.0,11.3,1.5,172.0
543,2019-10-30,109,2,0,8.4,14.8,0.0,73.0
544,2019-10-31,180,3,0,11.1,17.6,0.0,109.0
545,2019-11-01,83,4,0,12.1,13.5,0.0,180.0
546,2019-11-02,135,5,0,11.5,15.5,0.0,83.0
547,2019-11-04,204,0,0,11.5,13.1,0.0,135.0
548,2019-11-05,154,1,0,9.4,14.6,0.0,204.0
549,2019-11-06,141,2,0,8.4,14.6,0.0,154.0
550,2019-11-07,148,3,0,8.0,14.4,0.0,141.0
551,2019-11-08,158,4,0,4.0,16.0,0.0,148.0
552,2019-11-09,113,5,0,5.8,18.6,0.0,158.0
553,2019-11-11,166,0,0,10.8,7.9,3.7,113.0
554,2019-11-12,101,1,0,7.4,14.7,0.0,166.0
555,2019-11-13,95,2,0,6.4,9.5,8.0,101.0
556,2019-11-14,201,3,0,1.4,9.5,0.0,95.0
557,2019-11-15,111,4,0,8.1,19.7,22.7,201.0
558,2019-11-16,84,5,0,9.7,11.2,0.2,111.0
559,2019-11-18,118,0,0,6.4,12.3,7.7,84.0
560,2019-11-19,93,1,0,1.5,6.6,0.9,118.0
561,2019-11-20,112,2,0,0.3,11.0,0.0,93.0
562,2019-11-21,219,3,0,3.0,15.9,0.0,112.0
563,2019-11-22,133,4,0,7.7,16.6,0.0,219.0
564,2019-11-23,88,5,0,9.4,16.4,0.0,133.0
567,2019-11-27,102,2,0,4.2,9.1,0.0,115.0
568,2019-11-28,140,3,0,2.7,14.3,0.0,102.0
569,2019-11-29,72,4,0,0.8,12.5,0.0,140.0
570,2019-11-30,135,5,0,3.2,16.8,0.0,72.0
571,2019-12-02,97,0,0,1.9,7.8,0.1,135.0
572,2019-12-03,122,1,0,-0.1,9.4,1.1,97.0
573,2019-12-04,93,2,0,3.7,9.8,0.0,122.0
574,2019-12-05,125,3,0,-1.8,9.9,0.0,93.0
575,2019-12-06,66,4,0,-5.9,11.2,0.0,125.0
576,2019-12-07,71,5,0,-3.1,12.9,0.0,66.0
577,2019-12-09,115,0,0,0.1,15.0,0.0,71.0
578,2019-12-10,104,1,0,5.7,14.6,0.0,115.0
579,2019-12-11,75,2,0,4.8,9.4,0.0,104.0
580,2019-12-12,133,3,0,0.0,9.7,0.0,75.0
581,2019-12-13,89,4,0,-1.0,14.4,0.0,133.0
582,2019-12-14,100,5,0,2.4,8.3,0.1,89.0
583,2019-12-16,112,0,0,5.5,15.3,0.0,100.0
584,2019-12-17,92,1,0,6.5,6.9,2.3,112.0
585,2019-12-18,80,2,0,2.2,5.7,0.0,92.0
586,2019-12-19,115,3,0,-0.6,8.3,0.0,80.0
587,2019-12-20,65,4,0,-1.3,9.3,0.0,115.0
588,2019-12-21,50,5,0,-2.0,12.8,0.0,65.0
589,2019-12-23,97,0,0,1.5,8.1,1.5,50.0
590,2019-12-24,93,1,0,-1.6,10.7,0.0,97.0
591,2019-12-26,130,3,0,1.3,3.1,1.2,93.0
592,2019-12-27,80,4,0,-1.2,9.1,0.0,130.0
593,2019-12-28,62,5,0,-1.8,14.3,0.0,80.0
594,2019-12-29,7,6,0,1.2,9.6,5.5,62.0
595,2019-12-30,86,0,0,3.2,9.0,0.3,7.0
596,2019-12-31,81,1,0,-6.6,7.7,0.0,86.0
597,2020-01-02,137,3,0,0.4,3.9,0.0,81.0
598,2020-01-03,85,4,0,0.0,9.3,0.0,137.0
599,2020-01-04,72,5,0,-0.7,13.9,0.0,85.0
600,2020-01-06,136,0,0,2.6,7.6,5.7,72.0
601,2020-01-07,67,1,0,8.3,8.5,44.0,136.0
602,2020-01-08,41,2,0,3.7,10.1,7.8,67.0
603,2020-01-09,118,3,0,-0.1,7.5,0.0,41.0
604,2020-01-10,53,4,0,-1.3,11.1,0.0,118.0
605,2020-01-11,137,5,0,-0.4,11.1,0.0,53.0
606,2020-01-13,91,0,0,-1.2,7.2,0.0,137.0
607,2020-01-14,72,1,0,-1.9,10.0,0.0,91.0
608,2020-01-15,74,2,0,-2.9,10.0,0.0,72.0
609,2020-01-16,75,3,0,-2.3,11.4,0.0,74.0
610,2020-01-17,76,4,0,-1.9,11.5,0.0,75.0
611,2020-01-18,96,5,0,-1.2,13.6,0.0,76.0
612,2020-01-20,125,0,0,1.5,8.4,0.3,96.0
613,2020-01-21,59,1,0,-1.2,13.1,0.0,125.0
614,2020-01-22,35,2,0,1.2,6.9,0.0,59.0
615,2020-01-23,75,3,0,4.3,13.6,0.0,35.0
616,2020-01-28,168,1,0,6.1,8.5,0.0,75.0
617,2020-01-29,118,2,0,5.8,8.4,0.0,168.0
618,2020-01-30,92,3,0,4.0,11.7,0.0,118.0
619,2020-01-31,76,4,0,2.5,10.2,0.0,92.0
620,2020-02-01,93,5,0,0.5,11.3,0.0,76.0
621,2020-02-03,96,0,0,0.1,8.3,0.0,93.0
622,2020-02-04,104,1,0,-1.0,14.0,0.6,96.0
623,2020-02-05,64,2,0,-6.1,7.8,0.0,104.0
624,2020-02-06,65,3,0,-6.6,12.9,0.0,64.0
625,2020-02-07,153,4,0,-2.7,12.6,0.0,65.0
626,2020-02-08,71,5,0,0.2,8.7,0.0,153.0
627,2020-02-10,96,0,0,2.8,12.9,0.0,71.0
628,2020-02-11,64,1,0,4.6,20.0,0.0,96.0
629,2020-02-12,53,2,0,6.6,5.5,7.9,64.0
630,2020-02-13,123,3,0,6.8,10.6,0.1,53.0
631,2020-02-14,50,4,0,5.4,12.6,0.0,123.0
632,2020-02-15,114,5,0,8.0,16.9,0.5,50.0
633,2020-02-17,41,0,0,-5.0,5.4,1.2,114.0
634,2020-02-18,72,1,0,-4.9,15.3,0.0,41.0
635,2020-02-19,83,2,0,-0.3,14.9,0.0,72.0
636,2020-02-20,71,3,0,3.3,14.8,0.0,83.0
637,2020-02-21,73,4,0,5.9,15.0,0.8,71.0
638,2020-02-22,72,5,0,5.3,8.1,3.6,73.0
639,2020-02-24,84,0,0,5.4,18.4,0.0,72.0
640,2020-02-25,61,1,0,6.6,3.0,35.5,84.0
641,2020-02-26,47,2,0,6.1,10.5,0.0,61.0
642,2020-02-27,68,3,0,4.4,10.6,0.0,47.0
643,2020-02-28,50,4,0,3.8,5.7,5.4,68.0
644,2020-02-29,91,5,0,6.9,10.4,0.0,50.0
645,2020-03-02,105,0,0,3.9,6.6,0.0,91.0
646,2020-03-03,59,1,0,4.8,14.9,0.0,105.0
647,2020-03-04,34,2,0,2.6,6.9,0.0,59.0
648,2020-03-05,77,3,0,1.1,10.9,0.0,34.0
649,2020-03-06,49,4,0,2.3,17.5,0.0,77.0
650,2020-03-07,75,5,0,4.1,12.4,0.0,49.0
651,2020-03-09,101,0,0,8.7,17.3,1.1,75.0
652,2020-03-10,92,1,0,6.4,5.5,7.6,101.0
653,2020-03-11,73,2,0,3.4,9.3,0.0,92.0
654,2020-03-12,86,3,0,5.0,19.8,0.0,73.0
655,2020-03-13,68,4,0,5.0,9.9,0.0,86.0
656,2020-03-14,99,5,0,4.3,14.7,0.0,68.0
657,2020-03-16,88,0,0,3.2,14.0,0.0,99.0
658,2020-03-17,72,1,0,4.2,15.8,0.0,88.0
659,2020-03-18,56,2,0,8.2,20.2,0.0,72.0
660,2020-03-19,111,3,0,10.0,7.9,0.0,56.0
661,2020-03-20,79,4,0,7.9,16.3,0.0,111.0
662,2020-03-21,118,5,0,11.9,21.5,0.0,79.0
663,2020-03-23,159,0,0,9.2,18.0,0.0,118.0
664,2020-03-24,113,1,0,9.3,17.8,0.0,159.0
665,2020-03-25,91,2,0,11.0,20.6,0.0,113.0
666,2020-03-26,267,3,0,13.3,15.0,0.1,91.0
667,2020-03-27,127,4,0,10.5,9.5,12.9,267.0
668,2020-03-28,94,5,0,6.8,9.6,0.0,127.0
669,2020-03-29,8,6,0,6.9,18.3,0.0,94.0
670,2020-03-30,120,0,0,9.6,15.3,0.0,8.0
671,2020-03-31,83,1,0,10.0,19.1,0.0,120.0
672,2020-04-01,89,2,0,10.1,13.0,0.0,83.0
673,2020-04-02,355,3,0,8.2,17.1,0.0,89.0
674,2020-04-03,49,4,0,8.4,17.2,0.0,355.0
675,2020-04-04,79,5,0,7.1,14.5,0.0,49.0
676,2020-04-06,111,0,0,7.8,19.1,0.0,79.0
677,2020-04-07,97,1,0,10.5,17.6,0.0,111.0
678,2020-04-08,67,2,0,8.6,13.3,0.0,97.0
679,2020-04-09,277,3,0,8.2,14.0,0.0,67.0
680,2020-04-10,75,4,0,9.5,15.6,0.0,277.0
681,2020-04-11,129,5,0,7.4,13.5,0.0,75.0
682,2020-04-13,159,0,0,10.6,12.5,0.0,129.0
683,2020-04-14,123,1,0,11.0,20.0,0.0,159.0
684,2020-04-15,119,2,0,11.3,18.8,0.0,123.0
685,2020-04-16,247,3,0,14.6,19.8,0.0,119.0
686,2020-04-17,71,4,0,13.2,9.2,2.4,247.0
687,2020-04-18,94,5,0,13.2,10.5,0.0,71.0
688,2020-04-20,120,0,0,10.4,8.9,0.0,94.0
689,2020-04-21,90,1,0,7.2,10.1,0.0,120.0
690,2020-04-22,29,2,0,6.4,6.3,0.1,90.0
691,2020-04-23,186,3,0,7.3,14.9,0.0,29.0
692,2020-04-24,63,4,0,9.3,16.7,0.0,186.0
693,2020-04-25,60,5,0,14.4,13.2,0.0,63.0
694,2020-04-27,107,0,0,11.1,15.4,0.2,60.0
695,2020-04-28,94,1,0,12.5,19.3,0.0,107.0
696,2020-04-29,158,2,0,13.6,18.4,0.0,94.0
697,2020-04-30,163,3,0,16.2,22.1,0.0,158.0
698,2020-05-01,80,4,0,21.7,14.3,0.0,163.0
699,2020-05-02,98,5,0,21.3,8.8,0.0,80.0
700,2020-05-04,167,0,0,19.3,13.8,0.0,98.0
701,2020-05-05,33,1,1,13.8,10.7,5.0,167.0
702,2020-05-06,174,2,0,16.9,17.3,0.0,33.0
703,2020-05-07,368,3,0,18.5,15.4,0.0,174.0
704,2020-05-08,105,4,0,17.3,13.1,4.8,368.0
705,2020-05-09,86,5,0,15.5,4.5,12.8,105.0
706,2020-05-11,174,0,0,16.7,14.7,0.1,86.0
707,2020-05-12,97,1,0,15.1,10.6,0.0,174.0
708,2020-05-13,97,2,0,14.8,16.0,0.0,97.0
709,2020-05-14,316,3,0,18.0,18.1,0.0,97.0
710,2020-05-15,57,4,0,15.6,3.6,11.8,316.0
711,2020-05-16,122,5,0,16.9,4.8,0.1,57.0
712,2020-05-18,202,0,0,18.9,12.4,37.5,122.0
713,2020-05-19,71,1,0,13.2,7.2,4.1,202.0
714,2020-05-20,85,2,0,13.5,12.4,0.0,71.0
715,2020-05-21,270,3,0,15.9,14.3,0.0,85.0
716,2020-05-22,120,4,0,18.3,10.2,0.0,270.0
717,2020-05-23,59,5,0,19.5,11.7,0.0,120.0
718,2020-05-25,115,0,0,16.3,6.8,0.0,59.0
719,2020-05-26,122,1,0,17.1,12.4,0.0,115.0
720,2020-05-27,97,2,0,17.3,12.0,0.0,122.0
721,2020-05-28,209,3,0,17.3,14.5,0.0,97.0
722,2020-05-29,114,4,0,19.1,15.2,0.0,209.0
723,2020-05-30,110,5,0,21.1,15.7,0.0,114.0
724,2020-06-01,115,0,0,19.6,11.9,0.7,110.0
725,2020-06-02,93,1,0,17.9,11.5,0.0,115.0
726,2020-06-03,102,2,0,21.7,10.5,0.0,93.0
727,2020-06-04,255,3,0,23.9,11.4,0.0,102.0
728,2020-06-05,64,4,0,23.5,9.6,0.0,255.0
729,2020-06-06,131,5,0,23.4,14.8,0.0,64.0
730,2020-06-08,80,0,0,23.8,14.5,0.0,131.0
731,2020-06-09,77,1,0,24.8,16.1,0.0,80.0
732,2020-06-10,85,2,0,24.4,15.4,45.7,77.0
733,2020-06-11,182,3,0,24.5,9.5,1.9,85.0
734,2020-06-12,50,4,0,22.8,7.4,2.5,182.0
735,2020-06-13,84,5,0,24.7,10.6,1.8,50.0
736,2020-06-15,109,0,0,21.5,12.8,0.0,84.0
737,2020-06-16,95,1,0,22.5,13.5,0.0,109.0
738,2020-06-17,58,2,0,22.1,8.2,0.0,95.0
739,2020-06-18,160,3,0,20.1,6.4,0.0,58.0
740,2020-06-19,68,4,0,22.5,11.0,0.0,160.0
741,2020-06-20,71,5,0,22.7,12.8,0.0,68.0
742,2020-06-22,100,0,0,25.6,15.4,0.0,71.0
743,2020-06-23,91,1,0,24.4,12.3,0.0,100.0
